"order","publish","category","cat2","cat3","detail","channel","abstract","videoID","description"
"355","yes","Sciences humaines / Histoire / Moyen-Age","","","Gengis Khan","Nota Bene","Qui était Gengis Khan ?","xAchFe8DYA4","Depuis l’avènement de Gengis Khan, les mongols sont unifiés et entreprennent des raids à travers toute l'Asie. Rien ne semble pouvoir arrêter leur expansion, jusqu'à l'invasion militaire du Japon..."
"356","yes","Mythes et traditions / Mythologie grecque","","","Mythologie grecque","Nota Bene","Présentation de la cosmogonie de la mythologie grecque","ELUfQQSUcEo","Nouveau format Mythes et Légendes ! Dans ce format un peu plus sérieux, apprenez en plus sur les histoires fantastiques que nous ont transmis nos ancêtres ! Pour ce premier épisode, Bénarbarbe vous présente les origines du monde et les générations principales de dieux qui se sont succédés mais également l'origine des hommes, leur place dans la mythologie et la façon dont cette dernière impactait leur vie de tous les jours."
"357","yes","Mythes et traditions / Mythologie nordique","","","Mythologie nordique","Nota Bene","Présentation de la cosmogonie de la mythologie nordique","SWEPb5KJffk","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans ce 2ème épisode, Bénabarbe s'intéresse à la mythologie nordique et à sa transmission jusqu'à notre époque. Comment les récits nous sont-ils parvenus ? Comment le monde a t-il été créé et quels sont les principaux protagonistes de cette mythologie ? Quelle place avaient les hommes dans tout ça ? Quelques élements de réponse...en histoire !"
"358","yes","Mythes et traditions / Mythologie nordique","","","Marteau de Thor","Nota Bene","Présentation du mythe du vol du marteau de Thor","dZ5Mgg07GUU","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans ce 3ème épisode, Bénabarbe s'intéresse à une des légendes les plus loufoques de la mythologie nordique : le vol du marteau de Thor ! Texte ancien, Satyre assumée ou ajout récent à la mythologie, le récit fait aujord'hui encore débat, mais ce qui est sûr c'est que son contenu nous fait voir les dieux sous un jour...différent !"
"359","yes","Mythes et traditions / Mythologie nordique","","","Sacrifice de Tyr","Nota Bene","Présentation du mythe du sacrifice du Tyr","DCRycc2I1ew","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans ce 4ème épisode, Bénabarbe s'intéresse à une des légendes les plus ... stupides de la mythologie nordique. Si le sacrifice d'un membre peut avoir plusieurs significations au sein de la société nordique et de sa mythologie, on ne peut qu'être consterné par la manière dont tout cela c'est passé."
"360","yes","Mythes et traditions / Mythologie nordique","","","Asgard","Nota Bene","Comment sont représentées les fortications d'Asgard dans les mythes nordiques ?","HBCduQeYv4I","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans ce 5ème épisode, découvrez comment les murailles du royaume des dieux ont été batie. De l'évènement innatendu au comportement déloyal des dieux en passant par les ruses de Loki et les implications qui en découlent, cette histoire à priori anodine nous renseigne déjà beaucoup sur l'univers dans lequel les dieux évoluent."
"361","yes","Mythes et traditions / Mythologie égyptienne","","","Mythologie égyptienne","Nota Bene","Présentation de la cosmogonie de la mythologie égyptienne","MwmhSV-BRyM","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans ce 3ème épisode,nous nous intéressons à la mythologie egyptienne et à sa transmission jusqu'à notre époque. Comment les récits nous sont-ils parvenus ? Comment le monde a t-il été créé et quels sont les principaux protagonistes de cette mythologie ? Quelle place avaient les hommes dans tout ça ? Quelques élements de réponse...en histoire !"
"362","yes","Mythes et traditions / Mythologie grecque","","","Jason et la Toison d'or","Nota Bene","Présentation du mythe de Jason et la Toison d'or","fQUCyDBuW2g","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans cet épisode dédié à la mythologie grecque, nous découvrons le mythe de Jason et des argonautes partis à la recherche de la fameuse toison d'or ! On se contentera ici d'évoquer la trame principale et surtout l'après toison d'or qui réserve des surprises bien sombres au fan d'aventures..."
"363","yes","Mythes et traditions / Mythologie grecque","","","Persée","Nota Bene","Présentation du mythe de Persée","HRToM-5V2Nc","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans cet épisode dédié à la mythologie grecque, nous découvrons le mythe de Persée, la mystérieuse prophétie qui l'entoure et sa quête contre Méduse !"
"364","yes","Mythes et traditions / Mythologie aztèque","","","Mythologie aztèque","Nota Bene","Présentation de la cosmogonie de la mythologie aztèque","wwBp31YbKTo","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans ce 4ème épisode de synthèse mythologique, nous nous intéressons à la mythologie aztèque et à ses moeurs...étranges ! Comment les récits nous sont-ils parvenus ? Comment le monde a t-il été créé et quels sont les principaux protagonistes de cette mythologie ? Quelle place avaient les hommes dans tout ça ? Quelques éléments de réponse...en histoire !"
"365","yes","Mythes et traditions / Mythologie nordique","","","Odin et hydromel","Nota Bene","Présentation du mythe d'Odin et l'hydromel","PVQsfBvfNrg","Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres ! Dans ce 4ème épisode de la mythologie nordique, découvrez un homme qui a obtenu la savoir absolu, la création de l'hydromel poétique et le périlleux voyage d'Odin pour offrir le précieux nectar aux dieux."
"366","yes","Mythes et traditions / Mythologie nordique","","","Skadi","Nota Bene","Présentation du mythe de Skadi","0W8-Gybs5Gc","Dans ce 5ème épisode de la mythologie nordique, découvrez comment Loki a une fois de plus semé la pagaille parmi les dieux et comment ces derniers, après avoir provoqué la mort du géant Thjazi, tentent de convaincre sa fille, Skadi, de ne pas les anéantir. Mythes et légendes, c'est l'émission qui synthétise et qui transmet des sujets...compliqués au premier abord ! Plongez au fin fond des univers incroyables de nos ancêtres !"
"367","yes","Mythes et traditions / Mythologie nordique","","","Balder","Nota Bene","Présentation du mythe de Balder","hblyQzYP63k","Kratos aurait-il pour projet fou de tuer Jésus ? Dans cet épisode dédié à la mythologie nordique, nous reviendrons sur le mythe de Balder, de sa mort totalement absurde et des hypothèses liés à l'interprétation de ce mythe. God of War n'a qu'à bien ce tenir !"
"368","yes","Mythes et traditions / Mythologie chinoise","","","Mythologie chinoise","Nota Bene","Présentation de la cosmogonie de la mythologie chinoise","rZQnEa8ZQrM","Quand on parle mythologie, on pense tout de suite à l’égypte, à la grèce voir aux pays du nord. Et pourtant, bien d’autres régions du monde on aussi eu leur panthéon de dieux oubliés ! La Chine regorge de mythes et de légendes incroyables et je vous propose aujourd’hui de faire un point sur sa mythologie. Comment l’univers a t-il été créé ? Quels sont les mythes fondateurs de la Chine ? Quels dieux se livrent des batailles acharnées ? Comment les chinois envisageaient-ils la mort ? On tente d’ouvrir un peu le sujet dans cet épisode !"
"369","yes","Sciences humaines / Histoire / Histoire des sciences","","","Vulgarisateur","Passé sauvage","Qui sont les premiers vulgarisateurs en science ?","PJOgoMNum2Y","Finalement la vulgarisation est-elle vraiment utile ? Tiens, par exemple : « [La] réintégration de l’induction dans le champ de l’apodictique scientifique n’est rendue possible qu’en concédant le moyen terme, c’est-à-dire en posant la convertibilité des particuliers au général […] – une « supercherie », qui, depuis Sextus Empiricus, a toujours fait l’objet des critiques sceptiques de l’induction. » (Le vocabulaire de Bacon – Thierry Gontier, p. 43) ...Je crois que c'est clair, non ?"
"370","yes","Sciences humaines / Histoire / Histoire de l'art","","","Arts primitifs","Passé sauvage","Que sont les ""arts primitifs"" et comment sont-ils considérés en Europe ?","T74POvmYLsI",""
"371","yes","Société / Politique","Sciences humaines / Histoire","","Démocratie","Passé sauvage","Quelle est l'histoire de la démocratie ?","a1wQTSBC-mc","Réponse : sans doute pas. Des alternatives ? On peut regarder du côté des Iroquois avec leur démocratie primitive et puis aussi chez les indiens Guayaki (Paraguay) qui eux se passent carrément d’État."
"372","yes","Sciences humaines / Archéologie","","","Archéologie des sociétés rurales","Passé sauvage","Quels objets trouvent majoritairement les archéologues ?","yyDedi63hiU","L'archéologie des sociétés rurales se révèle à nous grâce aux dernières avancées technologiques comme le LIDAR. Cet épisode est une collaboration avec la chaîne ZESTE de SCIENCE et le CNRS sur des fouilles archéologiques menées (notamment) au Guatemala sur le site de Naachtun."
"373","yes","Sciences humaines / Archéologie","","","Mayas","Zeste de Science","Comment vivaient les Mayas ? (utilisation du LIDAR)","d8Gt0XcoPMM","...ce que nous révèlent les 60 000 vestiges jusque là inconnus, découverts dans la jungle Guatémaltèque grâce aux nouvelles méthode d’imagerie."
"","yes","Sciences humaines / Archéologie","","","Mayas","Passé sauvage","Comment les Mayas ont-ils disparus ?","yODnW5n0QIQ","Vous avez tous déjà vu un documentaire sur les Mayas et le déclin de cette civilisation. On retient d'eux leurs cités englouties par la végétation et les sites (trop) touristiques du Yucatán comme celui de Chichen Itzà. Dans cette vidéo je ne m'étends pas sur des sites archéologiques en particulier, vous verrez beaucoup d'images de lieux différents. Le but est ici d'expliquer l'étendue du territoire Maya et de comprendre comment leurs grandes cités médiévales ont périclité."
"374","yes","Sciences humaines / Histoire / Antiquité","","","Superstitions marines","Passé sauvage","Quelles étaient les superstitions des marins de l'antiquité grecque ?","kAXsqtm-Q0w",""
"375","yes","Sciences humaines / Histoire / Préhistoire","","","Croissant fertile","Passé sauvage","Mésopotamie et croissant fertile sont-ils superposés ? ","6tiOjGyOmks","Croissant Fertile et Mésopotamie : même combat ? Pas si sûr... Dans cette vidéo on redéfinit ce qu'on nous apprend à l'école au sujet de la naissance des civilisations au Moyen-Orient. La Mésopotamie ce n'est pas le Croissant Fertile ! #scoop, #complot #haannnilsnousl'avaientpasdit"
"376","yes","Sciences humaines / Histoire / Préhistoire","","","Cro Magnon","Passé sauvage","Comment étaient les hommes de Cro Magnon ?","7gA2dDWuQm8","Dans ce second épisode de « la minute nécessaire » on parle de l’homme des cavernes, plus connu sous le nom de Cro-Magnon. Mais au fait, d’où vient ce nom « Cro-Magnon » ? De qui s’agit-il ? Quelles différences y-a-t-il entre nous et lui ?"
"377","yes","Sciences humaines / Histoire / Préhistoire","","","Menhirs","Passé sauvage","A quoi servaient les menhirs ?","qh4F9ccjepg","Comment se manifeste la richesse durant la Préhistoire ? Un élément de réponse avec l'exemple des menhirs."
"378","yes","Sciences humaines / Anthropologie","","","Rites de passage","Passé sauvage","Comment devient-on hommechez les Baruya de Papouasie Nouvelle-Guinée ?","I9xpy56dewc","On ne naît pas homme on le devient."
"379","yes","Sciences humaines / Histoire / Antiquité / Antiquité romaine","Sciences humaines / Archéologie","","Pompéi","Passé sauvage","Comment la découverte de Pompéi a-t-elle révolutionné l'archéologie ?","qUI2RbS4XKg","Depuis quand l'archéologie existe-t-elle ? En quoi la découverte de Pompéi a-t-elle révolutionné cette discipline ? Faut-il laisser le site ouvert au tourisme de masse ?"
"380","","","","","","","","",""
"381","","","","","","","","",""
"382","","","","","","","","",""
"383","","","","","","","","",""
"384","","","","","","","","",""
"385","","","","","","","","",""
"386","","","","","","","","",""
"387","","","","","","","","",""
"388","","","","","","","","",""
"389","","","","","","","","",""
"390","","","","","","","","",""
"391","","","","","","","","",""
"392","","","","","","","","",""
"393","","","","","","","","",""
"394","","","","","","","","",""
"395","","","","","","","","",""
"396","","","","","","","","",""
"397","","","","","","","","",""
"398","","","","","","","","",""
"399","","","","","","","","",""
"400","","","","","","","","",""
"401","","","","","","","","",""
"402","","","","","","","","",""
"403","","","","","","","","",""
"404","","","","","","","","",""
"405","","","","","","","","",""
"406","","","","","","","","",""
"407","","","","","","","","",""
"408","","","","","","","","",""
"409","","","","","","","","",""
"410","","","","","","","","",""
"411","","","","","","","","",""
"412","","","","","","","","",""
"413","","","","","","","","",""
"414","","","","","","","","",""
"415","","","","","","","","",""
"416","","","","","","","","",""
"417","","","","","","","","",""
"418","","","","","","","","",""
"419","","","","","","","","",""
"420","","","","","","","","",""
"421","","","","","","","","",""
"422","","","","","","","","",""
